They made up their minds and they started packing. They left before the sun came up that day. An exit to eternal summer slacking. But where were they going without ever knowing the way. . They drank up the wine and they got to talking. They now had more important things to say. And when the car broke down<comma> they started walking. Where were they going without ever knowing the way. . Anyone can see the road that they walk on is paved in gold. And it's always summer<comma> they'll never get cold. They'll never get hungry<comma> they'll never get old and gray. You can see their shadows wandering off somewhere. They won't make it home<comma> but they really don't care. They wanted the highway<comma> they're happier there today<comma> today. . Their children woke up and they couldn't find 'em. They left before the sun came up that day. They just drove off and left it all behind 'em (leaving it all behind). Where were they going without ever knowing the way?. . Anyone can see the road that they walk on is paved in gold. And it's always summer<comma> they'll never get cold. They'll never get hungry<comma> they'll never get old and gray. You can see their shadows wandering off somewhere. They won't make it home<comma> but they really don't care. They wanted the highway<comma> they're happier there today<comma> today. . Anyone can see the road that they walk on is paved in gold. And it's always summer<comma> they'll never get cold. They'll never get hungry<comma> they'll never get old and gray. You can see their shadows wandering off somewhere. They won't make it home<comma> but they really don't care. They wanted the highway<comma> they're happier there today<comma> today. . (Leaving it all behind),nostalgic.
Your sorry eyes<comma> they cut through bone. They make it hard to leave you alone. Leave you here wearing your wounds. Waving your guns at somebody new. . Baby<comma> you're lost. Baby<comma> you're lost. Baby<comma> you're a lost cause. . There's too many people you used to know. They see you coming<comma> they see you go. They know your secrets and you know theirs. This town is crazy<comma> but nobody cares. . Baby<comma> you're lost. Baby<comma> you're lost. Baby<comma> you're a lost cause. . I'm tired of fighting. I'm tired of fighting. Fighting for a lost cause. . There's a place where you are going. You ain't never been before. There's no one laughing at your back now. No one standing at your door. Is that what you thought love was for?. . Baby<comma> you're lost. Baby<comma> you're lost. Baby<comma> you're a lost cause. . I'm tired of fighting. I'm tired of fighting. Fighting for a lost cause,nostalgic.
So I walked you through the haze. And a million dirty ways. Now I see you lying there. Like a lie low losing air air. . Black rocks and shoreline sand. Still that summer I cannot bare. And I wipe the sand of my arms. The Spanish Sa[...]. . <i>Unfortunately<comma> we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then<comma> how about a <a href="/Special:Random" title="Special:Random">random page</a>?</i><p>[<span style="font-size:80%; line-height:100%; color:black;"><a href="/LyricWiki:Job_Exchange" title="LyricWiki:Job Exchange">I want to edit metadata</a></span>]. </p>,nostalgic.
You move like I want to. To see like your eyes do. We are downstairs where. No one can see. New life breakaway. . Tonight I feel like more. Tonight I. . You make the water warm. You taste foreign. And I know you can see. The cord breakaway. . 'Cause tonight. I feel like more. Tonight I feel like more. Feel like more. . You breathed. Then you stopped. I breathed then dried you off. . And tonight. I feel like more. Tonight. I feel like more. Tonight I feel like more. I feel like more,nostalgic.
I seem to recognize your face. Haunting<comma> familiar<comma> yet I can't seem to place it. Cannot find the candle of thought to light your name. Lifetimes are catching up with me. All these changes taking place. I wish I'd seen the place<comma> but no one's ever taken me. Hearts and thoughts they fade<comma> fade away. Hearts and thoughts they fade<comma> fade away. . I swear I recognize your breath. Memories like fingerprints are slowly raising. Me you wouldn't recall<comma> for I'm not my former. It's hard when you're stuck upon the shelf. I changed by not changing at all<comma> small town predicts my fate. Perhaps that's what no one wants to see. I just wanna scream hello. My god<comma> it's been so long<comma> never dreamed you'd return. But now here you are<comma> and here I am. Hearts and thoughts<comma> they fade away. . Hearts and thoughts<comma> they fade<comma> fade away. Hearts and thoughts<comma> they fade<comma> fade away. Hearts and thoughts<comma> they fade away. Hearts and thoughts<comma> they fade<comma> fade away. Hearts and thoughts<comma> they fade<comma> fade away. Hearts and thoughts<comma> they fade<comma> fade away. Hearts and thoughts<comma> they fade,nostalgic.
Daydream<comma> I fell asleep amid the flowers. For a couple of hours on a beautiful day. Daydream<comma> I dreamed of you amid the flowers. For a couple of hours<comma> such a beautiful day!. . I dreamed of the places I've been with you. How we sat with the stream flowing by. And then when I kissed you and felt you so near. Tell me why<comma> tell me why you're so shy. . Daydream<comma> I fell asleep amid the flowers. For a couple of hours on a beautiful day. Daydream<comma> come share a dream amid the flowers. For a couple of hours on a beautiful day. . I dreamed of the places I've been with you. How we sat with the stream flowing by. And then when I kissed you and felt you so near. Tell me why<comma> tell me why you're so shy. . Daydream<comma> I sing with you amid the flowers. For a couple of hours<comma> singing all of the day. . Na na na na na na na<comma> na. Na na na na na<comma> na. Na na na na na na na<comma> na. Na na na na na<comma> na,nostalgic.
Down the way. Where the nights are gay. And the sun shines daily on the mountaintop. I took a trip on a sailing ship. And when I reached Jamaica I made a stop. . (chorus). But I'm sad to say I'm on my way. Won't be back for many a day. My heart is down. My head is turning around . I had to leave a little girl in Kingston town. . Sounds of laughter everywhere. And the dancing girls swing to and fro. I must declare my heart is there. Though I've been from Maine to Mexico. . (chorus). But I'm sad to say I'm on my way. Won't be back for many a day. My heart is down. My head is turning around . I had to leave a little girl in Kingston town. . Down at the market you can hear. Ladies cry out while on their heads they bear. Ackee*<comma> rice<comma> saltfish are nice. And the rum is fine any time o' year. . (chorus). But I'm sad to say I'm on my way. Won't be back for many a day. My heart is down. My head is turning around . I had to leave a little girl in Kingston town. . Down the way. Where the nights are gay. And the sun shines daily on the mountaintop. I took a trip on a sailing ship. And when I reached Jamaica I made a stop. . (chorus). But I'm sad to say I'm on my way. Won't be back for many a day. My heart is down. My head is turning around . I had to leave a little girl in Kingston town. . Sad to say I'm on my way. Won't be back for many a day. My heart is down. My head is turning around . I had to leave a little girl in Kingston town.. . *<i>ackee</i>: national fruit of Jamaica; ackee and saltfish is the national dish,nostalgic.
I see you there. Your long black hair. Your eyes just stare. Your mind is turning . . You know I'll laugh. I won't take it back. I've seen your eyes. I know what you're thinking. . And one by one. We'll shoot our guns. We'll have fun. Don't ever doubt it. . And when I say. "Fare thee well<comma>. My only friend". Oh how the days go. Oh how the days go. . Your setting sun. Your broken drum. Your little drugs. I'll never forget you. I'll never forget you,nostalgic.
Love and hate was in the air<comma> like pollen from a flower. Somewhere in April time<comma> they add another hour. . I guess I better think up a way to spend my time. Just when I'm ready to sit inside<comma> it's summertime. Should I go swimming or get a friend to hang around. It's back to summer<comma> it's back to basics<comma> hang around. . Getting drunk out on the beach<comma> or playing in a band. And getting out of school meant getting out of hand. . Was this your celebrated summer? Was that your celebrated summer?. . Then the sun disintegrates between a wall of clouds. I summer where I winter at<comma> and no one is allowed there. . Do you remember when the first snowfall fell?. When summer barely had a snowball's chance in hell?,nostalgic.
In the hour of the girl . You can make this danger witness . Or whatever<comma> without your heart . You can wish you could relate . If it's always gonna be . Sit beside me on a star . If you wake me up tonight . . So you try to make it whole . With everybody here . More than a sony . To make the words throw up . Or show me the way . As they pick me up again . They will be there on the couch . They will make you better still . (can you be sure?) . . Of anything you make . Maybe you can get a whiff . It's enough to make you gag . It's enough to make you sick . Each and every day . With the concrete and the masonry . When the paint that's on is dry . You can work it from your eye . . And you take it from my heart . As you stand alone forever . . From the roaming and the surf . And the cloudy cloudy day . Just a boss thing that is pure . Something specially for you . It's like everybody's needing it . And everybody's sure . . (and if they say) . Is a woman<comma> write this down . Put the paper<comma> over there . More than it is . No more than it is,nostalgic.
She said: How did we get ourselves so lost?'. And I said: I don't know<comma>. but we will not be leaving tonight<comma> tonight. When you hold me I<comma> I feel better'. . I only want one night together in our arms<comma>. This is the longest night. we're meeting arms to arms. . Nothing is wasted and life is worth living. Heaven is nowhere<comma> just look to the stars. There is a day that is yours for embracing. Everything's nothing<comma> and nothing is ours. Nothing is wasted and life is worth living. (I only want one night). Heaven is nowhere<comma> just look to the stars. There is a day that is yours for embracing. (This is the longest night). Everything's nothing<comma> and nothing is ours. . And maybe if we'd never come this way. Then we would live and prosper. But I doubt it. We are a violent race. And we deserve what we get. When you hold me<comma> when you hold me. I feel better<comma> I feel better. . I only want one night. Together in our arms (I feel better)<comma>. This is the longest night. We're meeting arms to arms (I feel better)<comma>. I only want one night. Together in our arms (I feel better). This is the longest night. We're meeting arms to arms. . Nothing is wasted<comma> and life is worth living. (I only want one night<comma> together in our arms). Heaven is nowhere<comma> just look to the stars. There is a day that is yours for embracing. (This is the longest night. We're meeting arms to arms),nostalgic.
I step off the train. I'm walking down your street again. And past your door. But you don't live there anymore. . It's years since you've been there. Now you've disappeared somewhere. Like outer space. You've found some better place. . And I miss you. - Like the deserts miss the rain. . Could you be dead?. You always were two steps ahead. Of everyone. We'd walk behind while you would run. . I look up at your house. And I can almost hear you shout. Down to me. Where I always used to be. . And I miss you -. Like the deserts miss the rain. . Back on the train. I ask why did I come again. Can I confess. I've been hanging around your old address?. . And the years have proved. To offer nothing since you moved. You're long gone. But I can't move on. . And I miss you -. Like the deserts miss the rain. . I step off the train. I'm walking down your street again. And past your door. I guess you don't live there anymore. . It's years since you've been there. Now you've disappeared somewhere. Like outer space. You've found some better place. . And I miss you -. Like the deserts miss the rain. . And I miss you -. Like the deserts miss the rain (deserts miss the rain),nostalgic.
Everybody's trying to be the best. What about the girl with loneliness. I like your sundress. I like your sundress. What about the girl with loneliness. From the inside out. You're so beautiful. I want to hold you in my hand. . I do everything you want me to. I do everything you want me to do. . I want to start going on a morning walk. What about the days when we used to talk?. I don't need a smile from a mannequin. I just want to hold you in my hands. . I do everything you want me to. I do everything you want me to. I do everything you want me to do. . From the inside out. You've changed<comma> girl. You know you have. Don't make a good thing bad. Just let me hold you in my hands. . I do everything you want me to. I do everything you want me to do. I do everything everything everything. I do everything you want me to. I do everything you want me to do. Do do for you,nostalgic.
Non... rien de rien. Non je ne regrette rien. Ni le bien... qu'on m'a fait. Ni le mal<comma> tout ça m'est bien égale.... . Non... rien de rien. Non... je ne regrette rien. C'est payé<comma> balayé<comma> oublié. Je me fous du passé.... . Avec mes souvenirs. J'ai allumé le feu. Mes chagrins<comma> mes plaisirs. Je n'ai plus besoin d'eux. . Balayées les amours. Avec leurs trémolos. Balayés pour toujours. Je repars à zéro. . Non... rien de rien. Non... je ne regrette rien. Ni le bien<comma> qu'on m'a fait. Ni le mal<comma> tout ça m'est bien égale. . Non<comma> rien de rien. Non... je ne regrette rien. Car ma vie... car mes joies.... Aujourd'hui... ça commence avec toi...,nostalgic.
The whole place is dark. Every light on this side of the town. Suddenly it all went down. . Now we'll all be brothers of. The fossil fire of the sun. Now we will all be sisters of. The fossil blood of the moon. . Someone must have set 'em up. Now they'll be working in the cold grey rock. Now they'll be working in the hot mill steam. Now they'll be working in the concrete. . In the sirens and the silences now. All the great set up hearts. All at once start to beat. . After tonight if you don't want us to be. A secret out of the past. I will resurrect it<comma> I'll have a good go at it. I'll streak his blood across my beak. And dust my feathers with his ashes. I can feel his ghost breathing down my back. . I will try and know whatever I try. I will be gone<comma> but not forever. I will try and know whatever I try. I will be gone<comma> but not forever. . The real truth about it is. No one gets it right. The real truth about it is. We're all supposed to try. . There ain't no end to the sands I've been trying to cross. The real truth about it is. My kind of life's no better off. If it's got the map or if it's lost. . We will try and know whatever we try. We will be gone<comma> but not forever. Come on<comma> let's try<comma> and know whatever we try. We will be gone<comma> but not forever. . The real truth about it is. There ain't no end to the desert I'll cross. I've really known it all along. . Mama here comes midnight. With the dead moon in its jaws. Must be the big star about to fall. Mama here comes midnight. With the dead moon in its jaws. Must be the big star about to fall. . Long dark blues. Will of the wisp. Long dark blues. Will of the wisp. (The big star is falling). . Long dark blues. Will of the wisp. The big star is falling. Long dark blues. Through the static and distance. . Long dark blues. A farewell transmission. . Long dark blues. Listen. Long dark blues. Listen. Long dark blues. Listen. Long dark blues. . Listen.,nostalgic.
And don't I hold you like you want to be held?. And don't I treat you like you want?. And don't I love you like you want to be loved. And you're running away. What's your name. Like I'm in the way. . And don't I hold you like you want to be held?. Don't I please you like you want?. And don't I love you like you want to be loved. And you're running away. What's your name. Like I'm in the way. We waste too much time. . Sometimes I hold you right. Nice and tight. To Me. Most times. On account it's based on need. Not selfish greed or pride. Don't I. . Don't I. Don't I. Don't I . Don't I hold you like you want?,nostalgic.
Way down in Dixie<comma> oh do they miss me. Down along the Dixie Line. Banjos are strumming. Horseflies are humming. Ripe melons on the vine. The gold and the grey weeds. Saying look away. Way down along the Dixie Line. . I spent my childhood walking the wildwood. Down along the Dixie Line. Freight trains are squalling (?). Eyeballs are bawling. Four engines at a time. I was so happy with Momma and Pappy. Down along the Dixie Line. . Can't you hear those drivers way?. Can't you see those bright rails shine?. Wanna catch that fireball man. Leave that North Land far behind. . A river of whiskey flows down in Dixie. Down along the Dixie Line. They pulled up the tracks now. I can't go back now. Can't hardly keep from cryin'. Oh do they miss me way down in Dixie. Down along the Dixie Line. . Can't you hear those drivers way?. Can't you see those bright rails shine?. Wanna catch that fireball man. Leave the north land far behind. . Down along the Dixie Line,nostalgic.
If you're going to San Francisco. Be sure to wear some flowers in your hair. If you're going to San Francisco. You're gonna meet some gentle people there. . For those who come to San Francisco. Summertime will be a love-in there. In the streets of San Francisco. Gentle people with flowers in their hair. . All across the nation. Such a strange vibration. People in motion. . There's a whole generation. With a new explanation. People in motion. People in motion. . For those who come to San Francisco. Be sure to wear some flowers in your hair. If you come to San Francisco. Summertime will be a love-in there. . If you come to San Francisco. Summertime will be a love-in there,nostalgic.
I want him to know. What I have done. I want him to know. It's bad. . I want him to know. What I have done. I want him to know. Right now. . It may be this time tomorrow. Or maybe today. It is not right. Now it's better. Now we'll know. Now he'll know what I have done. I'm sitting with you. Sitting in silence. Listening to birds. It feels like home. . Singing in tune together. A psalm for no one. They sing in tune. ''Birdlove – it's strong''. . They sing into the night. They sing on for me. They sing into the night<comma> and. . (hopelandic). . You.... You are still next to me<comma> alright,nostalgic.
So I'm waiting for this test to end<comma>. so these lighter days can soon begin;. I'll be alone<comma> but maybe more carefree<comma>. Like a kite that floats so effortlessly;. . I was afraid to be alone<comma>. but now I'm scared that's how I like to be;. All these faces run the same<comma>. how can there be so many personalities?. . So many lifeless<comma> empty hands<comma>. so many hearts in great demand;. and now my sorrow seems so far away<comma>. until I'm taken by these bolts of pain; . . But I turn them off<comma> and tuck them away<comma>. until those rainy days that make them stay;. And then I'll cry so hard to these sad songs<comma>. and the words still ring<comma> once here<comma> now gone;. . And they echo through my head everyday<comma>. and I don't think they'll ever go away;. Just like thinking of your childhood home<comma>. but we can't go back<comma> we're on our own;. . Ohh. . .. . But I'm about to give this one more shot<comma>. And find it in myself<comma> I'll find it in myself;. . So we're speeding towards that time of year<comma>. to the day that marks that you're not here;. And I think I'll want to be alone<comma>. so please understand that I don't answer the phone;. . I'll just sit and stare at my deep blue walls<comma>. until I can see nothing at all;. Only particles<comma> some fast<comma> some slow<comma>. all my eyes can see is all I know;. . Ohh. . .. . But I'm about to give this one more shot<comma>. And find it in myself<comma> I'll find it in myself;. . ( Do<comma> do<comma> do<comma> do-do-do ) (x3),nostalgic.
Come on<comma> come on. You think you drive me crazy. Come on<comma> come on. You and whose army?. . You and your cronies. Come on<comma> come on. Holy Roman empire. Come on if you think. Come on if you think. You can take us on. You can take us on. . You and whose army?. You and your cronies. You forget so easy. . We ride tonight. We ride tonight. Ghost horses. Ghost horses. . We ride tonight. We ride tonight. Ghost horses. Ghost horses. Ghost horses,nostalgic.
You tried to taste me. I taped my tongue to the southern tip of your body. Our bones are too heavy to come up. Squished into a single cell of wood. . And I made an excuse. And you found another way to tell the truth. I put no one else us above us. We'll still be best friends when all turns to dust. . We are so smooth now. Our edges are beaten driftwood whittled down. Old bodies slip when they make love. We'll mine our sparks to shoot above us,nostalgic.
You may tire of me as our December sun is setting. 'Cause I'm not who I used to be . No longer easy on the eyes. But these wrinkles masterfully disguise . The youthful boy below. Who turned your way and saw . Something he was not looking for. Both a beginning and an end . But now he lives inside someone he does not recognize . When he catches his reflection on accident . . On the back of a motor bike . With your arms outstretched trying to take flight . Leaving everything behind . But even at our swiftest speed. We couldn't break from the concrete . In the city where we still reside. . And I have learned that even landlocked lovers yearn. For the sea like navy men . 'Cause now we say goodnight. From our own separate sides . Like brothers on a hotel bed . Like brothers on a hotel bed . Like brothers on a hotel bed . Like brothers on a hotel bed. . You may tire of me as our December sun is setting. 'Cause I'm not who I used to be,nostalgic.
