Dryden-Purcell. . What power art thou. Who from below. Hast made me rise. Unwillingly and slow. From beds of everlasting snow. . See'st thou not how stiff. And wondrous old. Far unfit to bear the bitter cold.. . I can scarcely move. Or draw my breath. I can scarcely move. Or draw my breath.. . Let me<comma> let me. Let me<comma> let me freeze again. Let me<comma> let me<comma> freeze again to death. Let me<comma> let me<comma> freeze again to death.,lonely.
Sandy<comma> the fireworks are hailin' over Little Eden tonight. Forcin' a light into all those stony faces left stranded on this warm July. Down in the town<comma> the circuit's full of switchblade lovers<comma> so fast<comma> so shiny<comma> and so sharp. And the wizards play down on Pinball Way on the boardwalk way past dark. And the boys from the casino dance with their shirts open like Latin lovers on the shore. Chasin' all them silly New York virgins by the score. . And<comma> Sandy<comma> the aurora is risin' behind us. These pier lights<comma> our carnival life forever. Oh<comma> love me tonight for I may never see you again. Hey<comma> Sandy<comma> girl. My<comma> my baby. . Now the greasers<comma> ah<comma> they tramp the streets or get busted for sleeping on the beach all night. Them boys in their high heels<comma> ah<comma> Sandy<comma> their skins are so white. And me<comma> I just got tired of hangin' in them dusty arcades<comma> bangin' them pleasure machines. Chasin' the factory girls underneath the boardwalk where they all promise to unsnap their jeans. And you know that tilt-a-whirl down on the South Beach drag?. I got on it last night and my shirt got caught. And they kept me spinnin'<comma> babe<comma> didn't think I'd ever get off. . Oh<comma> Sandy<comma> the aurora is risin' behind us. This pier lights our carnival life on the water. Runnin' laughin' 'neath the boardwalk<comma> ah<comma> with the boss's daughter. Ah<comma> remember<comma> Sandy<comma> girl. My<comma> my<comma> my<comma> my<comma> my baby. . Sandy<comma> that waitress I was seein' lost her desire for me. I spoke with her last night<comma> she said she won't set herself on fire for me anymore. She worked that joint under the boardwalk<comma> she was always the girl you saw boppin' down the beach with the radio. The kids say last night she was dressed like a star in one of them cheap little seaside bars. And I saw her parked with lover boy out on the Kokomo. Did you hear the cops finally busted Madame Marie for tellin' fortunes better than they do?. For me<comma> this boardwalk life's through. Babe<comma> you ought to quit this scene<comma> too. . Sandy<comma> the aurora is rising behind us. This pier lights our carnival life forever. Oh<comma> love me tonight<comma> and I promise I'll love you forever. Oh<comma> I mean it<comma> Sandy<comma> girl. My<comma> my<comma> my<comma> my<comma> my baby. Yeah<comma> I promise<comma> Sandy<comma> girl. Sha-la-la-la-la<comma> baby,lonely.
Every night that I spend alone. You don't know<comma> you don't know me at all. And in my life of a girl<comma> of the troubles and love. I'm a troubled<comma> troubled heart. . Thought I'd sing with the boats. Trouble all away. That they'd swim back to me today. My troubles are never going to leave me alone. . A prayer told me. The rosary that I wear on my neck. Stare out to sea. Ghosts overhead<comma> bird in a tree. I feel numb and cold<comma> rosary. . Numb cold and free<comma> rosary. Rosary,lonely.
Is this the real life?. Is this just fantasy?. Caught in a landslide. No escape from reality. Open your eyes. Look up to the skies and see. I'm just a poor boy<comma> I need no sympathy. Because I'm easy come<comma> easy go. Little high<comma> little low. Anyway the wind blows<comma> doesn't really matter to me. To me. . Mama<comma> just killed a man. Put a gun against his head. Pulled my trigger<comma> now he's dead. Mama<comma> life had just begun. But now I've gone and thrown it all away. Mama<comma> oooooooooo. Didn't mean to make you cry. If I'm not back again this time tomorrow. Carry on<comma> carry on<comma> as if nothing really matters. . Too late<comma> my time has come. Sends shivers down my spine. Body's aching all the time. Goodbye everybody<comma> I've got to go. Gotta leave you all behind and face the truth. Mama<comma> ooooooooooh (Any way the wind blows). I don't wanna die. I sometimes wish I'd never been born at all. . I see a little silhouetto of a man. Scaramouch<comma> scaramouch will you do the Fandango. Thunderbolt and lightning - very very frightening me. Galileo<comma> Galileo. Galileo<comma> Galileo. Galileo figaro . Magnifico (oh<comma> oh<comma> oh<comma> oh!). I'm just a poor boy<comma> nobody loves me. He's just a poor boy from a poor family. Spare him his life from this monstrosity. Easy come easy go<comma> will you let me go. Bismillah! No<comma> we will not let you go - let him go. Bismillah! We will not let you go - let him go. Bismillah! We will not let you go - let me go. Will not let you go - let me go - (Never<comma> never<comma> never<comma> never<comma> never let me go!). Will not let you go - let me go<comma> oh<comma> oh<comma> oh<comma> oh -. No<comma> no<comma> no<comma> no<comma> no<comma> no<comma> no -. Oh<comma> Mama Mia<comma> Mama Mia<comma> Mama Mia<comma> let me go -. Beelzebub has a devil put aside for me . For me. For me!. . So you think you can stone me and spit in my eye. So you think you can love me and leave me to die. Oh Baby<comma> can't do this to me baby. Just gotta get out<comma> just gotta get right out of here. . Ooo<comma> ooo yeah. Ooo yeah. . Nothing really matters<comma>. Anyone can see<comma>. Nothing really matters<comma> nothing really matters to me<comma>. . Any way the wind blows...,lonely.
Whatever you wanna say<comma> you can say it to me. Whatever you wanna be<comma> you can be it. Whoever you wanna love<comma> you can love 'em. Right now. . Does anybody know a cute girl with some pom poms?. Does anybody know a cute girl with some pom poms?. 'Cause everybody needs someone to spell out their name<comma> yeah. 'Cause everybody needs someone to spell out their name. In a little song. . So please<comma> please<comma> please just send her along. Please<comma> please<comma> please just send her along. To cheer me on<comma> cheer me up<comma> cheer me on<comma> cheer me on. To cheer me on<comma> cheer me up<comma> cheer me on<comma> cheer me on. In a little song. . Does anybody know a cute girl with some pom poms?. Does anybody know a cute girl with some pom poms?. 'Cause everybody needs someone to spell out their name<comma> yeah. 'Cause everybody needs someone to spell out their name. In a little song. . So please<comma> please<comma> please just send her along. Please<comma> please<comma> please just send her along. To cheer me on<comma> cheer me up<comma> cheer me on<comma> cheer me on. To cheer me on<comma> cheer me up<comma> cheer me on<comma> cheer me on. In a little song,lonely.
Waiting at the station.. Waiting for the right moves.. Waiting in the basement.. Waiting for the right cues.  . Waiting in a daydream.. Waiting in this slipstream.. Waiting.... . Waiting in the right bars.. Waiting in the right shoes.. Waiting in a fast car.. Waiting in the airports<comma>. waiting for my air-miles.. Waiting in slow motion<comma>. coming through the turnstiles.... . And if you ever change you mind<comma>. you know I'm not hard to find.. And if you ever need someone<comma>. I'll still be waiting.... . Waiting with the orphans.. Waiting for the bee stings<comma>. they tell me that success brings.. Waiting in the half-light.. Waiting through your whole life.. Waiting for an ideal<comma> a low deal<comma> a no deal.. Play your stereotype<comma>  oh yeah.... . And if you ever find the time<comma>. you know I'm not far behind.. And if you ever need someone<comma>. I'll still be waiting.... . Just waiting<comma> for a friend.. Waiting.... . I said it's alright!. It's alright<comma> my friend.... Yeah it's alright!. . Just waiting...,lonely.
I started a joke . Which started the whole world crying . Oh if I could only see that the joke was on me . . I started to cry . Which started the whole world laughing . Oh if I could only see that the joke was on me . . I looked at the sky . Rubbing my hands over my eyes . And I fell out of bed . Hurting my head . From things that I said . . Til I finally died . Which started the whole world living . Oh if I could only see that the joke was on me . . I looked at the sky . Rubbing my hands over my eyes . I fell out of bed . Hurting my head . From things that I said . . Til I finally died . Which started the whole world living . Oh if I could only see that the joke was on me,lonely.
I'm a rollin stone all alone and lost. For a life of sin I have paid the cost. When I pass by all the people say. Just another guy on the lost highway. . Just a deck of cards and a jug of wine. And a womans lies makes a life like mine. Oh the day we met<comma> I went astray. I started rolling down that lost highway. . I was just a lad<comma> nearly 22. Neither good nor bad<comma> just a kid like you. And now I'm lost<comma> too late to pray. Lord I take a cost<comma> oh the lost highway. . Now boys don't start to ramblin' round. On this road of sin are you sorrow bound. Take my advice or you'll curse the day. You started rollin' down that lost highway,lonely.
Oh where oh where<comma> can my baby be. The Lord took her<comma> away from me. She's gone to heaven<comma> so I've got to be good. So I can see my baby when I leave this world. . We were out on a date in my daddy's car. We hadn't driven very far. There in the road<comma> straight ahead. A car was stalled<comma> the engine was dead. . I couldn't stop<comma> so I swerved to the right. I'll never forget<comma> the sound that night. The screamin' tires<comma> the bustin' glass. The painful scream that I<comma> heard last. . Oh where oh where<comma> can my baby be. The Lord took her<comma> away from me. She's gone to heaven<comma> so I've got to be good. So I can see my baby when I leave<comma> this world. . When I woke up<comma> the rain was pourin' down. There were people<comma> standin' all around. Somethin' warm<comma> flowin' through my eyes. But somehow<comma> I found my baby that night. . I lifted her head<comma> she looked at me and said. Hold me darlin'<comma> for a little while. I held her close<comma> I kissed her our last kiss. I found the love<comma> that I knew I had missed. . Well now she's gone<comma> even though I hold her tight. I lost my love my life<comma> that night. . Oh where oh where<comma> can my baby be. The Lord took her<comma> away from me. She's gone to heaven<comma> so I've got to be good. So I can see my baby when I leave<comma> this world. . Ooh ooh ooh-ooh-ooh-ooh. Ooh ooh ooh-ooh-ooh. Ooh-ooh ooh-ooh-ooh-ooh. Ooh ooh ooh-ooh-ooh. . Oh oh oh-oh-oh-oh. Oh oh oh-oh-oh. Oh-oh uh,lonely.
Cupid<comma> draw back your bow. And let your arrow go. Straight to my lover's heart for me<comma> for me. Cupid<comma> please hear my cry. And let your arrow fly. Straight to my lover's heart for me. . Now<comma> I don't mean to bother you. But I'm in distress. There's danger of me losing all of my happiness. For I love a girl who doesn't know I exist. And this you can fix. . So<comma> Cupid<comma> draw back your bow. And let your arrow go. Straight to my lover's heart for me<comma> nobody but me. Cupid<comma> please hear my cry. And let your arrow fly. Straight to my lover's heart for me. . Now<comma> Cupid<comma> if your arrow make her love strong for me. I promise I wll love her until eternity. I know between the two of us her heart we can steal. Help me if you will. . So<comma> Cupid<comma> draw back your bow. And let your arrow go. Straight to my lover's heart for me<comma> nobody but me. Cupid<comma> please hear my cry. And let your arrow fly. Straight to my lover's heart for me. . Now<comma> Cupid. Don't you hear me. Calling you?. I need you. Cupid. Help me. I need you. Cupid. Don't fail,lonely.
On a thousand islands in the sea. I see a thousand people just like me. A hundred unions in the snow. I watch them walking<comma> falling in a row. We live always underground. It's going to be so quiet in here tonight. A thousand islands in the sea. It's a shame. . And a hundred years ago. A sailor trod this ground I stood upon. Take me away everyone when it looks down. . From my head to my toes. From the words in the book. I see a vision that would bring me luck. From my head to my toes. Through my teeth<comma> through my nose. You get these words wrong. You get these words wrong. Every time. You get these words wrong. I just smile. . But from my head to my toes. From my knees to my eyes. Every time I watch the sky. For these last few days leave me alone. But for these last few days leave me alone. Leave me alone. Leave me alone,lonely.
You know you're gold. You don't got to worry none. Oasis child born and so wild. Don't I know you better than the rest. All deception<comma> all deception from you. . Your love is stag in the white sand. Wilderness for miles. Eyes so mild and wise. Don't I know you better than the rest. All deception<comma> all deception from you. . Anyway you run. You run before us. Black and white horse. Arching among us. Anyway you run. You run before us. Black and white horse. Arching among us. . Your love is stag in the white sand. Oasis child born into a man. Don't I know you better than the rest. All deception<comma> all deception from you. . Wilderness for miles. Eyes so mild and wise. Oasis child born and so wild. Don't I know you better than the rest. All deception<comma> all deception from you. . Anyway you run. You run before us. Black and white horse. Arching among us. Anyway you run. You run before us. Black and white horse. Arching among us,lonely.
Come on<comma> come on. You think you drive me crazy. Come on<comma> come on. You and whose army?. . You and your cronies. Come on<comma> come on. Holy Roman empire. Come on if you think. Come on if you think. You can take us on. You can take us on. . You and whose army?. You and your cronies. You forget so easy. . We ride tonight. We ride tonight. Ghost horses. Ghost horses. . We ride tonight. We ride tonight. Ghost horses. Ghost horses. Ghost horses,lonely.
Somebody help me<comma> yeah. Somebody help me now. Won't somebody tell me. What I've done wrong. . When I was just a little boy of seventeen. I had a girl<comma> she was my queen. She didn't love me like I loved her<comma> now I know. Now I'm so lonesome on my own. . Somebody help me<comma> yeah. Somebody help me now. Won't somebody tell me . What I've done wrong. . I need someone in my life. I need a girl to hold me tight. Someone who can make me feel. Make me feel all right. . Somebody help me<comma> yeah. Somebody help me now. Won't somebody tell me. What I've done wrong. . Somebody help me<comma> yeah. Somebody help me now. Somebody help me<comma> yeah <i>(right now<comma> won't ya)</i>. Somebody help me now <i>(somebody help me)</i>. Somebody help me<comma> yeah <i>(somebody help me now)</i>. Somebody help me now,lonely.
That there<comma> that's not me<comma> I go where I please. I walk through walls<comma> I float down the Liffey. I'm not here<comma> this isn't happening. I'm not here<comma> I'm not here. . In a little while I'll be gone. The moment's already passed<comma> yeah<comma> it's gone. And I'm not here<comma> this isn't happening. I'm not here<comma> I'm not here. . Strobe lights and blown speakers. Fireworks and hurricanes. I'm not here<comma> this isn't happening. I'm not here<comma> I'm not here,lonely.
Strars are only for looking<comma>. Not for touching<comma>. 'cause if you touch one<comma> . You turn into donkey - . Spend your last days . Running around<comma>. Screaming about. . The mistery of touching. The history of touching,lonely.
dear Holly I apologize. I've been telling lies. & you've gotten wise. . oh Holly I never meant you harm. it's just romance & charm. with somebody new. . & I'm sorry that you fell. but you should have known just as well. you're just a hobby Holly. . poor Holly you were always true. & I don't blame you. I would hate me too. . say Holly if you give it time. then I'm sure you'll find. someone who still can be kind. . & I'm sorry that you fell. but you should have known just as well. you're just a hobby Holly. . & I'm sorry that you fell. but you should have known just as well. you're just a hobby Holly. . Holly Hobby,lonely.
No choice now<comma> it's too late. Let him go<comma> he gave up. Oh<comma> gave up. Lisa says<comma> "Take time for me". Dropping him down to his knees. Oh<comma> chest down. . Take me away<comma> see I've got to explain. Things<comma> they have changed in such a permanent way. Life seems unreal<comma> can we go back to your place?. Oh<comma> "You drink too much"<comma> makes me drink just the same. . People tried<comma> felt so right. Giving themselves good advice. Looking down sometimes felt nice. . He knows it's justified to kill to survive. He then in dollars makes more dead than alive. Let's suck more blood<comma> let's run 3 hours a day. The world is over<comma> but I don't care 'cause. . I am with you<comma> now I've got to explain. Things<comma> they have changed in such a permanent way. Life seems unreal<comma> can we go back to your place?. "You drink too much"<comma> makes me drink just the same<comma> oh. . Oh<comma> the first time<comma> it happened too fast. The second time<comma> I thought it would last. We all like it a little different,lonely.
Read the stop signs. I can't love nothing. I mate<comma> kill. You wake up and it's not morning. I can't sleep<comma> I loved you once. I loved you so much . . There's a shape on the horizon. As we're picked off one by one. Something's gone. Something's over . . Move your hand again. I can't watch you wash. The floor. You live for the green. I hold your flame. So why? . . There's a shape over the ocean. As we're picked off one by one. Summer's gone. Summer's over. . Somebody here's too smart. There's nothing that doesn't die. Why don't you do to my insight. What you do to my insides?. Oh<comma> babe. . I'm in a deep hole. I've dug myself five feet deep. So many people want to talk. They look in the mirror<comma> see themselves. They look in the mirror<comma> they look at me<comma> . They look at me. They look at me<comma> oh-oh-oh. . Something's gone. Something's over. . Peter said. "Thanks for letting me hold you. Calling me moonshine. I can take you there and call you that". This is your name . . I'm lonely at night. Time on my hands. I feel sad in the day. Call me. Call me. Call me. . Nobody knows. Home or away. What I'm waiting for. Call me. Call me. Call me . . Here I am. What a loser. Waiting for years to go by. Call me. Call me. Call me,lonely.
Sometimes I feel so happy. Sometimes I feel so sad. Sometimes I feel so happy. But mostly you just make me mad. Baby<comma> you just make me mad. Linger on<comma> your pale blue eyes. Linger on<comma> your pale blue eyes. . Thought of you as my mountain top. Thought of you as my peak. Thought of you as everything. I've had but couldn't keep. I've had but couldn't keep. Linger on<comma> your pale blue eyes. Linger on<comma> your pale blue eyes. . It was good what we did yesterday. And I'd do it once again. The fact that you are married. Only proves you're my best friend. But it's truly<comma> truly a sin. Linger on<comma> your pale blue eyes. Linger on<comma> your pale blue eyes. Linger on<comma> your pale blue eyes. Linger on<comma> your pale blue eyes,lonely.
Agosto. è il mese più freddo dell'anno. L'inverno si sposta sei mesi in avanti. e non è il polo sud. qui non è il polo sud. . Agosto. La sveglia che rompe il silenzio. Qualcuno è in vacanza. e lei suona per ore. che freddo che fa. . Agosto. ti affacci su un cuore malato. le cinque di sera ed è già buio pesto. l'inverno d'agosto. . Il ghiaccio. si posa e ricopre le cose. l'attesa del caldo congela anche i morti. che freddo che fa. . Se non è vero che hai paura. non è vero che ti senti solo. non è vero che fa freddo. allora perché tremi in questo agosto?. . Agosto. è scritto sul tuo calendario. forse hai dormito sei mesi. ma sei così stanco. tanto stanco. . Agosto. è il mese più freddo dell'anno. nell'altro emisfero lo chiamano inverno. l'agosto,lonely.
Ain't no use to sit and wonder why.. So don't think twice<comma> everything it's all right.. . It's easy for you to tell black or white. Wrong from right<comma> everything it's all right. . Dead sun is creeping through this<comma> So I'll be gone. Grass is turning back in black<comma> so I'll be gone. . Ain't no use to blame and complain at all.. Things won't be the same<comma> crows are closer now. . The thrill is gone<comma> it's all over.. So don't incriminate. . I'll make my stand and remain as I am.. I bid farewell. . Teardrops<comma> ain't the time for. Teardrops<comma> hurry dig this grave.,lonely.
I'm so tired of being alone. I'm so tired of on-my-own. Won't you help me girl. Just as soon as you can?. . People say that I've found a way. To make you say that you love me. Hey baby<comma> you didn't go for that. It's a natural fact. That I wanna come back. Show me where it's at<comma> baby. . I'm so tired of being alone. I'm so tired of on-my-own. Won't you help me girl. Soon as you can. . I guess you know that I<comma> uh<comma> I love you so. Even though you don't want me no more. Hey hey hey hey<comma> I'm cryin' tears. All through the years. I'll tell ya like it is. Honey<comma> love me if you will. . Yeah baby. Tired of being alone here by myself<comma> now. I tell ya<comma> I'm tired baby. I'm tired of being all wrapped up late at night. In my dreams<comma> nobody but you<comma> baby. Sometime I wonder. . If you love me like you say you do. You see baby<comma> I-I-I been thinkin' about it<comma> yeah. I been<comma> I been wantin' to get next to you baby. Ya see<comma> sometimes I hold my arms<comma> I say mmmm hmmm hmmm. Yeah baby. Meeting you has proven to me. To be my greatest dream<comma> yeah. . Tired<comma> baby. Yeah<comma> you don't know what I'm talkin' about. Sometimes late at night I get to wonderin' about you baby. Oh baby<comma> baby. I'm so tired of being alone. I'm so tired of being alone. I'm so tired of being alone,lonely.
my father is a pilot he never sleeps. my father is a pilot never takes his hat off. there's not so many things that i know about him but. my father is a pilot and he misses me. . oh mother please tell me why. did you have to lie?. . someday he's back from his flight. and tell me about the sky. . my father is a pilot he never stops. my father is a pilot always on his way to home. there's not so many things that he knows about me but. my father is a jerk i hope he misses me. . oh mother please tell me why. did you have to lie?. . someday he's back from his flight. and tell me about the sky. . i don't know if i want to know you. . father is a pilot he never sleeps. father is a pilot he never stops. . someday he's back from his flight. and tell me about the sky,lonely.
Dear someone listening. In the shadows. I only talk to you sometimes. And though I ask for help in riddles. It is. Clearer in my mind. Clearer in my mind. . Born of a sign that carries vessels. But in a month that's cold as ice. I know I question things too quickly. But I have never questioned if I've loved. Loved. . Dear someone watching. From the shadows. I'm clenching water in my fists. The drops<comma> they slip right through my fingers. But there's. Water on my lips. Water on my lips. . Born of a sign that carries vessels. But in a month that brings just ice. I know I question things too quickly. But I've never wondered if I've loved. . Dear someone watching. From the shadows. You've seen me lose all the water from my hands. I'm not a skillful water-carrier. But the raindrops. Keep falling on my head. Falling on my head. . Born of a sign that carries water. But in a month that brings just ice. I'm not a skillful water-carrier. But I've. Learned to carry love. Learned to carry love. I'm not a skillful water-carrier. But I have learned to carry love<comma> love. Love<comma> love<comma> love,lonely.
